Id,Level,Word,Type,Turkish,English Meaning,English Example
4538,C1,reproduce ,v," çoğaltmak, kopyasını çıkarmak, çoğalmak, üremek",to reproduce: to 'produce' again or back.,We were advised to reproduce carefully so we wouldn’t overlook any detail.
4539,C1,reproduction ,n," çoğalma, kopya",the act or process of 'reproduc'‑ing; or the result of it.,"Without adequate reproduction, the entire plan could have fallen apart."
4540,C1,republic ,n, cumhuriyet,republic: a countable or uncountable noun depending on context.,His explanation clarified what the republic actually involves in practice.
4541,C1,resemble ,v, benzemek,to resemble: to 'semble' again or back.,"She has been trying to resemble the report, but unexpected issues kept coming up."
4542,C1,reside ,v, ikamet etmek,to reside: to 'side' again or back.,"Rather than reside immediately, they compared the alternatives thoroughly."
4543,C1,residence ,n," konut; yaşama, oturma",residence: a countable or uncountable noun depending on context.,"The residence played a crucial role in the outcome, though few noticed it at first."
4544,C1,residential ,adj, oturmaya ayrılmış,related to or characteristic of 'residenti'.,"Her approach is far more residential than the previous one, which saves considerable time."
4545,C1,residue ,n," artık, kalan, kalıntı, tortu, çökelti",residue: a countable or uncountable noun depending on context.,"Without adequate residue, the entire plan could have fallen apart."
4546,C1,resignation ,n," istifa, çekilme, rıza",the act or process of 'resign'‑ing; or the result of it.,His explanation clarified what the resignation actually involves in practice.
4547,C1,resistance ,n, direnç,resistance: a countable or uncountable noun depending on context.,"The resistance played a crucial role in the outcome, though few noticed it at first."
4548,C1,respective ,adj," ayrı ayrı, herkes kendi",having a tendency or function to 'respect'.,"To remain respective under pressure, you need clear priorities and regular breaks."
4549,C1,respectively ,adv, verilen sıra ile,in a 'respective' manner; to a 'respective' degree.,"If you proceed respectively, the risk will be minimal and easier to manage."
4550,C1,restoration ,n," onarma, yenileme",the act or process of 'restor'‑ing; or the result of it.,"Due to the restoration, the team had to revise the timeline, which affected several groups."
4551,C1,restraint ,n," baskı, kısıtlama, engel, sınırlama",restraint: a countable or uncountable noun depending on context.,"Due to the restraint, the team had to revise the timeline, which affected several groups."
4552,C1,resume ,v," kaldığı yerden devam etmek, yeniden başlatmak",to resume: to 'sume' again or back.,We were advised to resume carefully so we wouldn’t overlook any detail.
4553,C1,retreat ,n, çekilme,retreat: a countable or uncountable noun depending on context.,His explanation clarified what the retreat actually involves in practice.
4554,C1,retreat ,v, geri çekilmek,to retreat: to 'treat' again or back.,We were advised to retreat carefully so we wouldn’t overlook any detail.
4555,C1,retrieve ,v," geri almak, kavuşmak, telâfi etmek",to retrieve: to 'trieve' again or back.,"She has been trying to retrieve the report, but unexpected issues kept coming up."
4556,C1,revelation ,n," ifşa, açığa çıkarma; ayet, vahiy",the act or process of 'revel'‑ing; or the result of it.,"The revelation played a crucial role in the outcome, though few noticed it at first."
4557,C1,revenge ,n," öç, intikam, kan davası",revenge: a countable or uncountable noun depending on context.,"Without adequate revenge, the entire plan could have fallen apart."
4558,C1,reverse ,adj," ters, zıt, karşıt, aksi",describing someone or something as 'reverse'.,"Although the plan looked reverse at first, it turned out to be highly effective."
4559,C1,reverse ,n," geri vites, geri geri gitme",reverse: a countable or uncountable noun depending on context.,"Due to the reverse, the team had to revise the timeline, which affected several groups."
4560,C1,reverse ,v, tersine çevirmek; geri geri gitmek,to reverse: to 'verse' again or back.,"If you reverse consistently, you’ll see measurable progress within a few weeks."
4561,C1,revival ,n," diriliş, canlanma",revival: a countable or uncountable noun depending on context.,"Without adequate revival, the entire plan could have fallen apart."
4562,C1,revive ,v," canlandırmak, hayata döndürmek",to revive: to 'vive' again or back.,We were advised to revive carefully so we wouldn’t overlook any detail.
4563,C1,revolutionary ,adj, devrim yaratan,somewhat like 'revolutionar'; having that quality.,"Although the plan looked revolutionary at first, it turned out to be highly effective."
4564,C1,rhetoric ,n, hitabet,rhetoric: a countable or uncountable noun depending on context.,"The rhetoric played a crucial role in the outcome, though few noticed it at first."
4565,C1,rifle ,n, tüfek,rifle: a countable or uncountable noun depending on context.,"The rifle played a crucial role in the outcome, though few noticed it at first."
4566,C1,riot ,n," ayaklanma, isyan",riot: a countable or uncountable noun depending on context.,"Due to the riot, the team had to revise the timeline, which affected several groups."
4567,C1,rip ,v," yırtmak, paramparça etmek, aktarmak, kopyalamak",to rip: to perform the action of 'rip'.,"If you rip consistently, you’ll see measurable progress within a few weeks."
4568,C1,ritual ,n," dinsel tören, dini tören, dini gelenek",ritual: a countable or uncountable noun depending on context.,"Due to the ritual, the team had to revise the timeline, which affected several groups."
4569,C1,robust ,adj," dinç, dirençli, kuvvetli",describing someone or something as 'robust'.,"Although the plan looked robust at first, it turned out to be highly effective."
4570,C1,rock ,v," sallamak, sarsmak",to rock: to perform the action of 'rock'.,"She has been trying to rock the report, but unexpected issues kept coming up."
4571,C1,rod ,n," çubuk, değnek",rod: a countable or uncountable noun depending on context.,"Due to the rod, the team had to revise the timeline, which affected several groups."
4572,C1,rotate ,v," dönmek, döndürmek; sırayla yapmak",to rotate: to perform the action of 'rotate'.,"She has been trying to rotate the report, but unexpected issues kept coming up."
4573,C1,rotation ,n," dönüşüm, devir",the act or process of 'rot'‑ing; or the result of it.,His explanation clarified what the rotation actually involves in practice.
4574,C1,ruling ,n, mahkeme kararı,the activity or process of 'rul'‑ing.,"Due to the ruling, the team had to revise the timeline, which affected several groups."
4575,C1,rumour ,n," dedikodu, söylenti",rumour: a countable or uncountable noun depending on context.,"The rumour played a crucial role in the outcome, though few noticed it at first."
4576,A1-A2,sad ,adj," üzgün, kederli",describing someone or something as 'sad'.,"Although the plan looked sad at first, it turned out to be highly effective."
4577,A1-A2,salad ,n, salata,salad: a countable or uncountable noun depending on context.,"The salad played a crucial role in the outcome, though few noticed it at first."
4578,A1-A2,salt ,n, tuz,salt: a countable or uncountable noun depending on context.,"The salt played a crucial role in the outcome, though few noticed it at first."
4579,A1-A2,same ,adj, aynı,describing someone or something as 'same'.,"Although the plan looked same at first, it turned out to be highly effective."
4580,A1-A2,same ,adv," eşit olarak, aynı şekilde",in a manner related to 'same'.,"If you proceed same, the risk will be minimal and easier to manage."
4581,A1-A2,same ,pron," aynı, benzer, tıpkısı","a pronoun used to refer to a person, thing, or idea without naming it.",They said they would join if the schedule allows.
4582,A1-A2,sandwich ,n, sandviç,sandwich: a countable or uncountable noun depending on context.,"Due to the sandwich, the team had to revise the timeline, which affected several groups."
4583,A1-A2,Saturday ,n, cumartesi,Saturday: a countable or uncountable noun depending on context.,"Without adequate Saturday, the entire plan could have fallen apart."
4584,A1-A2,say ,v," söylemek, demek",to say: to perform the action of 'say'.,We were advised to say carefully so we wouldn’t overlook any detail.
4585,A1-A2,school ,n, okul,school: a countable or uncountable noun depending on context.,"The school played a crucial role in the outcome, though few noticed it at first."
4586,A1-A2,science ,n," bilim, ilim, fen",science: a countable or uncountable noun depending on context.,His explanation clarified what the science actually involves in practice.
4587,A1-A2,scientist ,n, bilim adamı,a person who practices or supports 'scient'.,His explanation clarified what the scientist actually involves in practice.
4588,A1-A2,sea ,n, deniz,sea: a countable or uncountable noun depending on context.,His explanation clarified what the sea actually involves in practice.
4589,A1-A2,second ,det, ikinci,a determiner/article placed before a noun to clarify reference.,This choice is reasonable under the circumstances.
4590,A1-A2,second ,n," saniye, an",second: a countable or uncountable noun depending on context.,"Without adequate second, the entire plan could have fallen apart."
4591,A1-A2,second ,ord num, ikinci,the English word 'second'.,"In practice, 'second' is used in contexts where clarity matters."
4592,A1-A2,section ,n," bölge, bölüm",the act or process of 'sec'‑ing; or the result of it.,"Without adequate section, the entire plan could have fallen apart."
4593,A1-A2,see ,v, görmek; anlamak; ziyaret etmek; izlemek,to see: to perform the action of 'see'.,We were advised to see carefully so we wouldn’t overlook any detail.
4594,A1-A2,sell ,v, satmak,to sell: to perform the action of 'sell'.,We were advised to sell carefully so we wouldn’t overlook any detail.
4595,A1-A2,send ,v," göndermek, yollamak",to send: to perform the action of 'send'.,"If you send consistently, you’ll see measurable progress within a few weeks."
4596,A1-A2,sentence ,n," cümle, tümce, ceza",sentence: a countable or uncountable noun depending on context.,"The sentence played a crucial role in the outcome, though few noticed it at first."
